test_group,group_by_split,group_by_split_reference,k,p,z,s
D10.5,split_50,split_10,100,3.005814577480743e-164,-25.649945820565694,0.9992509363295881
D10.5,split_50,split_30,100,7.657632450262e-311,-32.25670584891417,1.0
D10.5,split_50,split_50,100,0.0,-37.654251634695115,0.9996494917630564
D10.5,split_50,split_1,100,9.148017370213312e-33,-22.14410562026414,1.0
D10.5,split_1,split_10,100,3.800658321985717e-10,-12.058681608417272,1.0
D10.5,split_1,split_30,100,1.523357527610197e-10,-18.919112813053317,0.9991126885536823
D10.5,split_1,split_50,100,2.619562497254278e-12,-26.71102709619272,0.9989429175475687
D10.5,split_1,split_1,100,0.001384418311561353,-3.5519429881825224,0.9803921568627451
D2.5,split_10,split_10,100,5.155419000914133e-119,-21.692139600336862,0.9990817263544536
D2.5,split_10,split_30,100,1.2055915342628675e-223,-28.773452667214155,1.0
D2.5,split_10,split_50,100,6.3003619527456006e-288,-34.52952381555428,0.9996164173379364
D2.5,split_10,split_1,100,8.248964661728823e-24,-17.00509954660887,1.0
D2.5,split_30,split_10,100,7.969757292226326e-188,-33.447448352757036,1.0
D2.5,split_30,split_30,100,0.0,-39.177486642147194,0.9996942830938551
D2.5,split_30,split_50,100,0.0,-43.67534989927474,1.0
D2.5,split_30,split_1,100,5.328282228032918e-28,-27.10699987907178,0.9995444191343964
D2.5,split_50,split_10,100,2.1812940962246024e-209,-40.872957686630194,0.9997458703939008
D2.5,split_50,split_30,100,0.0,-46.317236976266585,1.0
D2.5,split_50,split_50,100,0.0,-50.35200763682588,0.9998166147075005
D2.5,split_50,split_1,100,4.351133534571728e-28,-32.479998277122704,0.9994462901439646
D2.5,split_1,split_10,100,2.3651060432556677e-38,-13.987485009613772,1.0
D2.5,split_1,split_30,100,8.989482927607204e-56,-23.23268620886813,0.9991617770326907
D2.5,split_1,split_50,100,3.557416679274525e-64,-29.830909820753007,1.0
D2.5,split_1,split_1,100,1.1286711519204417e-10,-6.446081292890974,0.9914529914529915
D17.5,split_10,split_10,100,1.2911642144669138e-113,-19.40370181091672,1.0
D17.5,split_10,split_30,100,6.681397890698593e-185,-27.34790638308461,0.9993355481727575
D17.5,split_10,split_50,100,2.214611923112082e-227,-33.71949600217336,1.0
D17.5,split_10,split_1,100,7.695758077532816e-26,-14.36063950865463,0.9976689976689976
D17.5,split_30,split_10,100,3.9188331130053845e-187,-28.5201888800541,0.9993846153846154
D17.5,split_30,split_30,100,0.0,-34.19811098890973,1.0
D17.5,split_30,split_50,100,0.0,-39.43332898676384,0.9996818326439707
D17.5,split_30,split_1,100,9.118864783564521e-35,-25.128596935231787,1.0
D17.5,split_50,split_10,100,1.1570325184938988e-219,-34.429377057950546,1.0
D17.5,split_50,split_30,100,0.0,-39.437602854274125,0.9996793844180827
D17.5,split_50,split_50,100,0.0,-43.89211526610201,1.0
D17.5,split_50,split_1,100,2.5244659305224264e-38,-31.487318237876412,0.9995105237395986
D17.5,split_1,split_10,100,5.731652798134432e-24,-13.434160790761563,0.9974937343358395
D17.5,split_1,split_30,100,2.9849562140588014e-35,-23.648811671096134,1.0
D17.5,split_1,split_50,100,1.5246690621973022e-36,-29.66828006579933,0.9994783515910276
D17.5,split_1,split_1,100,4.57980450523777e-08,-5.237421253929046,1.0
D3,split_10,split_10,100,2.919976622041033e-134,-22.121788225355644,1.0
D3,split_10,split_30,100,5.400769399692385e-236,-29.203366330604517,0.9994334277620397
D3,split_10,split_50,100,1.2373515655246993e-289,-34.83219852094547,0.9992094861660079
D3,split_10,split_1,100,2.352616679257609e-20,-15.027715994282985,0.9985486211901307
D3,split_30,split_10,100,2.5670934488394248e-204,-33.62320974484932,1.0
D3,split_30,split_30,100,0.0,-38.66123336852313,0.999677523379555
D3,split_30,split_50,100,0.0,-43.24326751885953,1.0
D3,split_30,split_1,100,1.1919379180646674e-30,-27.799958536731108,0.9995061728395062
D3,split_50,split_10,100,1.4975951019322286e-238,-42.34188824901549,0.9994683678894205
D3,split_50,split_30,100,0.0,-46.67060466922811,0.9997785160575858
D3,split_50,split_50,100,0.0,-50.61353653243389,0.9996212121212121
D3,split_50,split_1,100,6.106054540466981e-31,-33.98657482041843,0.9997092177958709
D3,split_1,split_10,100,2.187557606355579e-36,-14.149892951002585,1.0
D3,split_1,split_30,100,3.084827757101608e-51,-23.651385788739166,0.9991518235793045
D3,split_1,split_50,100,2.3687771347560414e-58,-30.415486473507332,1.0
D3,split_1,split_1,100,6.986896893247003e-12,-6.578823280109882,0.9902912621359223
D17,split_10,split_10,100,9.719746672771935e-115,-19.50655227103198,0.9986859395532195
D17,split_10,split_30,100,8.42019932458799e-188,-27.43973135457509,1.0
D17,split_10,split_50,100,7.649207118353122e-225,-33.573303130001214,0.9995612110574813
D17,split_10,split_1,100,4.986039047370414e-26,-14.529070407440413,1.0
D17,split_30,split_10,100,1.438045839613818e-173,-27.02560224105539,0.9993247805536799
D17,split_30,split_30,100,0.0,-33.36920068291312,1.0
D17,split_30,split_50,100,0.0,-38.61478793473853,0.9996665555185061
D17,split_30,split_1,100,7.760549029263836e-34,-23.693683762553515,1.0
D17,split_50,split_10,100,1.4422070716564358e-207,-32.9030693016546,1.0
D17,split_50,split_30,100,0.0,-38.306356807806644,0.9996602106693849
D17,split_50,split_50,100,0.0,-42.9710091143078,1.0
D17,split_50,split_1,100,1.2982064335775283e-37,-30.096989788835984,0.9994643813604713
D17,split_1,split_10,100,9.905578258848716e-29,-13.722479874755015,0.9975550122249389
D17,split_1,split_30,100,2.6304885925514484e-42,-23.81519326672999,1.0
D17,split_1,split_50,100,1.0705908160919151e-44,-30.00583845127308,0.9994810586403736
D17,split_1,split_1,100,1.0511637322890197e-11,-6.2892233097612396,1.0
D5.5,split_10,split_10,100,4.47771325175184e-142,-22.330854799721422,1.0
D5.5,split_10,split_30,100,2.2354119503007145e-246,-29.501581337734155,0.9994282447112636
D5.5,split_10,split_50,100,2.459373334051057e-309,-35.470369398132505,1.0
D5.5,split_10,split_1,100,1.715696980319858e-29,-18.026284278176508,0.9985141158989599
D5.5,split_30,split_10,100,4.177824588103186e-214,-34.20387169420275,1.0
D5.5,split_30,split_30,100,0.0,-39.437602854274125,0.9996793844180827
D5.5,split_30,split_50,100,0.0,-43.982970850598505,1.0
D5.5,split_30,split_1,100,2.5244659305224264e-38,-31.487318237876412,0.9995105237395986
D5.5,split_50,split_10,100,3.7195718726031143e-250,-42.52818978869712,0.9997264021887825
D5.5,split_50,split_30,100,0.0,-46.902593506676936,1.0
D5.5,split_50,split_50,100,0.0,-50.77421236578834,0.9998066885752948
D5.5,split_50,split_1,100,3.528167343377894e-42,-40.23707254679594,1.0
D5.5,split_1,split_10,100,1.2905096935952566e-43,-14.800694454650063,0.9977011494252873
D5.5,split_1,split_30,100,7.2567869255508535e-59,-24.167638546619234,1.0
D5.5,split_1,split_50,100,6.360014465145383e-69,-31.438441543098687,0.9994879672299027
D5.5,split_1,split_1,100,2.7906848280192347e-14,-7.23325652801005,1.0
D12.5,split_10,split_10,100,1.7754414467270094e-78,-16.66429856986254,0.9981981981981982
D12.5,split_10,split_30,100,1.6244740223980223e-117,-25.46704928357639,1.0
D12.5,split_10,split_50,100,1.9385160440969645e-140,-32.25545077576319,0.9995176073323685
D12.5,split_10,split_1,100,9.454023964384104e-21,-10.527777335890782,1.0
D12.5,split_30,split_10,100,4.2784920122314014e-141,-22.218408388298027,0.9989868287740629
D12.5,split_30,split_30,100,1.2962376236195148e-244,-29.433582072536783,1.0
D12.5,split_30,split_50,100,1.4369513677900194e-300,-35.249375260923465,0.9996007984031936
D12.5,split_30,split_1,100,2.1413086139112367e-29,-17.91799934796427,1.0
D12.5,split_50,split_10,100,6.725381054504112e-178,-27.077646655936924,0.9993174061433447
D12.5,split_50,split_30,100,0.0,-33.2491139680621,1.0
D12.5,split_50,split_50,100,0.0,-38.51075553065944,0.999664767013074
D12.5,split_50,split_1,100,1.0009109831649858e-33,-23.528847247722375,1.0
D12.5,split_1,split_10,100,8.230874303734963e-20,-13.147306331910697,1.0
D12.5,split_1,split_30,100,1.146934041652707e-27,-23.438601344036076,0.9991251093613298
D12.5,split_1,split_50,100,1.2142873010833864e-29,-29.273002169450557,1.0
D12.5,split_1,split_1,100,6.956131992856795e-09,-5.439834436381955,0.9850746268656716
D13.5,split_10,split_10,100,5.482665434908775e-80,-16.828595215941313,1.0
D13.5,split_10,split_30,100,2.5570082831061896e-123,-25.44692328845691,0.9992509363295881
D13.5,split_10,split_50,100,1.3210922972517274e-144,-31.808631602347024,1.0
D13.5,split_10,split_1,100,1.1950111371971345e-21,-11.112727995083993,0.9961389961389961
D13.5,split_30,split_10,100,1.1088704988574609e-143,-22.930804237997208,0.9990645463049579
D13.5,split_30,split_30,100,6.114270412977761e-257,-29.98375248777413,1.0
D13.5,split_30,split_50,100,2.50763e-319,-35.69268627140161,0.9996134518747584
D13.5,split_30,split_1,100,2.4904928161939918e-30,-18.998674784802716,1.0
D13.5,split_50,split_10,100,3.5989391566352724e-176,-27.426592489187115,1.0
D13.5,split_50,split_30,100,0.0,-33.68237743676372,0.9995608256477821
D13.5,split_50,split_50,100,0.0,-38.89937630111168,1.0
D13.5,split_50,split_1,100,4.0461556602696216e-34,-24.121020200915794,0.9991673605328892
D13.5,split_1,split_10,100,2.93002007883963e-21,-14.13204738285284,1.0
D13.5,split_1,split_30,100,1.903645381350269e-24,-23.330463178629355,0.9991220368744512
D13.5,split_1,split_50,100,4.88269761406143e-26,-28.997745613990276,1.0
D13.5,split_1,split_1,100,3.6379770767239266e-08,-5.249247050253455,0.9841269841269841
D15.5,split_10,split_10,100,3.3736610066873974e-124,-20.720661300554926,1.0
D15.5,split_10,split_30,100,7.672568694655408e-213,-28.28389231514297,0.9993853718500307
D15.5,split_10,split_50,100,3.575880745551675e-265,-34.43299467682339,1.0
D15.5,split_10,split_1,100,7.062101698884167e-28,-16.296913169448278,0.9981851179673321
D15.5,split_30,split_10,100,3.8244558738817504e-194,-30.411750412148773,1.0
D15.5,split_30,split_30,100,0.0,-36.17258664366754,0.9996190476190476
D15.5,split_30,split_50,100,0.0,-41.078447071217006,1.0
D15.5,split_30,split_1,100,3.521811338892906e-32,-25.846745049906477,0.9993544222078761
D15.5,split_50,split_10,100,7.408054484011263e-235,-37.6831112441183,1.0
D15.5,split_50,split_30,100,0.0,-42.29854150489517,0.9997212155004181
D15.5,split_50,split_50,100,0.0,-46.566005279593526,1.0
D15.5,split_50,split_1,100,8.857027864948805e-36,-32.94720712330228,0.9996017522899243
D15.5,split_1,split_10,100,8.083173371639782e-39,-14.612582192617332,0.9976359338061466
D15.5,split_1,split_30,100,1.6941764037013484e-51,-24.01399355302255,1.0
D15.5,split_1,split_50,100,2.049353313157362e-55,-30.33789805831891,0.9994848016486347
D15.5,split_1,split_1,failed
D11.5,split_10,split_10,100,3.606942807338948e-84,-17.047716629248296,0.9982788296041308
D11.5,split_10,split_30,100,6.27112223319856e-128,-25.727290176994632,1.0
D11.5,split_10,split_50,100,1.7500395457426627e-153,-32.44755344682458,0.9995235826584088
D11.5,split_10,split_1,100,1.1950111371971345e-21,-11.112727995083993,1.0
D11.5,split_30,split_10,100,6.899563737174721e-142,-22.713062221353624,0.9990467111534795
D11.5,split_30,split_30,100,6.296228731058813e-258,-29.956426382824116,1.0
D11.5,split_30,split_50,100,1.035156e-318,-35.69135715078715,0.9996104402025711
D11.5,split_30,split_1,100,4.112415568246178e-30,-18.740844075259762,1.0
D11.5,split_50,split_10,100,2.7511450758182597e-174,-27.135553433352097,0.999330207635633
D11.5,split_50,split_30,100,0.0,-33.45898089273073,1.0
D11.5,split_50,split_50,100,0.0,-38.692619970732395,0.9996678844237795
D11.5,split_50,split_1,100,6.427297987642688e-34,-23.81656239583828,1.0
D11.5,split_1,split_10,100,2.719277600201188e-16,-14.109656922927412,0.9973614775725593
D11.5,split_1,split_30,100,2.3050754542268612e-19,-23.115124485867746,1.0
D11.5,split_1,split_50,100,1.1359927534497943e-22,-31.665602713138288,0.9994728518713759
D11.5,split_1,split_1,100,6.180584111390257e-07,-4.942341806472483,1.0
D14,split_10,split_10,100,2.4799599106496755e-113,-19.37790542700991,0.9986684420772304
D14,split_10,split_30,100,6.681397890698593e-185,-27.34790638308461,1.0
D14,split_10,split_50,100,1.2851545916987688e-226,-33.70483968985143,0.999559277214632
D14,split_10,split_1,100,7.695758077532816e-26,-14.36063950865463,1.0
D14,split_30,split_10,100,3.620433306118183e-174,-27.117259330934964,1.0
D14,split_30,split_30,100,0.0,-33.42908113255025,0.9995541685242978
D14,split_30,split_50,100,0.0,-38.67965934734039,1.0
D14,split_30,split_1,100,6.842602124818713e-34,-23.77567342233776,0.9991431019708654
D14,split_50,split_10,100,6.20075476773006e-210,-33.36710068718702,0.9995561473590768
D14,split_50,split_30,100,0.0,-38.6109387106676,1.0
D14,split_50,split_50,100,0.0,-43.33022505870039,0.9997348183505701
D14,split_50,split_1,100,7.033784627238394e-38,-30.60987153245908,1.0
D14,split_1,split_10,100,9.905578258848716e-29,-13.722479874755015,1.0
D14,split_1,split_30,100,5.3141629802708655e-37,-22.706288935393328,0.9991386735572783
D14,split_1,split_50,100,1.0705908160919151e-44,-30.00583845127308,1.0
D14,split_1,split_1,100,1.8234472907054195e-11,-6.210232888100037,0.9882352941176471
D4.5,split_10,split_10,100,1.9780462825218105e-146,-22.84101680940747,1.0
D4.5,split_10,split_30,100,2.669657234340633e-259,-29.96034365916327,0.9994428969359331
D4.5,split_10,split_50,100,8.4e-323,-35.791891910315805,1.0
D4.5,split_10,split_1,100,5.04603454551194e-30,-18.636712766621823,0.9986091794158554
D4.5,split_30,split_10,100,7.315443581363752e-225,-35.50471358531065,1.0
D4.5,split_30,split_30,100,0.0,-40.376681184964895,0.9996940960538391
D4.5,split_30,split_50,100,0.0,-44.91669570503078,1.0
D4.5,split_30,split_1,100,6.970649694176168e-39,-32.62552309170824,0.9995440036479708
D4.5,split_50,split_10,100,2.7647043601149753e-262,-44.48084827379549,1.0
D4.5,split_50,split_30,100,0.0,-48.432796739012275,0.9997872793022761
D4.5,split_50,split_50,100,0.0,-52.28496106240176,1.0
D4.5,split_50,split_1,100,7.716587619713368e-43,-41.96518163709962,0.9997241379310344
D4.5,split_1,split_10,100,3.961833008012921e-37,-14.550892947145963,0.9976133651551312
D4.5,split_1,split_30,100,6.0760889482484124e-49,-23.95990325682315,1.0
D4.5,split_1,split_50,100,3.6734800013141985e-57,-31.368456949796983,0.9994837377387713
D4.5,split_1,split_1,100,8.442066431418507e-13,-6.669063548355334,1.0
D5,split_10,split_10,100,4.539964538353018e-148,-23.03758518234904,1.0
D5,split_10,split_30,100,5.2990550897034025e-260,-30.039881869539816,0.9994484280198566
D5,split_10,split_50,100,0.0,-35.916971383121954,1.0
D5,split_10,split_1,100,3.194717090990673e-30,-18.87019991838935,0.9986431478968792
D5,split_30,split_10,100,5.373188414373826e-225,-35.53294391808759,0.9996033320111067
D5,split_30,split_30,100,0.0,-40.41378975685856,1.0
D5,split_30,split_50,100,0.0,-44.9389565047497,0.9997524139638524
D5,split_30,split_1,100,6.633268840418173e-39,-32.67022646443188,1.0
D5,split_50,split_10,100,2.0757440434161665e-262,-44.51465080327494,0.9997471554993679
D5,split_50,split_30,100,0.0,-48.47403996032478,1.0
D5,split_50,split_50,100,0.0,-52.313653233904105,0.9998172848529143
D5,split_50,split_1,100,7.414834869782772e-43,-42.01152665624188,1.0
D5,split_1,split_10,100,2.889039170560916e-41,-14.70620272039711,1.0
D5,split_1,split_30,100,5.316875855741684e-54,-24.066482056901553,0.9991532599491956
D5,split_1,split_50,100,1.3166273242597961e-64,-31.409000403386035,1.0
D5,split_1,split_1,100,1.414300782934175e-13,-6.9571384138334915,0.9904761904761905
D8,split_10,split_10,100,7.125587443591042e-170,-26.46896386471646,1.0
D8,split_10,split_30,100,5.0817e-319,-32.779978351088346,0.9995398067188219
D8,split_10,split_50,100,0.0,-38.22313251869877,1.0
D8,split_10,split_1,100,2.1236375739124288e-33,-23.048375739404968,0.9990884229717412
D8,split_30,split_10,100,5.35637964079121e-244,-41.9617653988595,1.0
D8,split_30,split_30,100,0.0,-46.501466105669614,0.9997703788748565
D8,split_30,split_50,100,0.0,-50.432713034936256,1.0
D8,split_30,split_1,100,4.742187572588447e-42,-39.90929281792419,0.9996950289722476
D8,split_50,split_10,100,1.0240420498547704e-283,-53.737191081409634,1.0
D8,split_50,split_30,100,0.0,-57.253936465362976,0.9998496918683301
D8,split_50,split_50,100,0.0,-60.65042188773979,1.0
D8,split_50,split_1,100,3.201369404081961e-46,-52.064380496713305,0.9998206921283844
D8,split_1,split_10,100,5.794030566003733e-48,-14.788438057683068,1.0
D8,split_1,split_30,100,2.069324565595287e-71,-24.428297367704356,0.9991742361684558
D8,split_1,split_50,100,2.7975570200248804e-80,-30.90074525046841,1.0
D8,split_1,split_1,100,6.096963776541107e-16,-7.941833680375258,0.9925925925925926
D7.5,split_10,split_10,100,1.9933666222571112e-124,-20.744673761582664,0.9988597491448119
D7.5,split_10,split_30,100,7.768007309213557e-214,-28.319801897175857,1.0
D7.5,split_10,split_50,100,7.725634118410284e-266,-34.44779649819982,0.9995824634655532
D7.5,split_10,split_1,100,6.170992369082676e-28,-16.356514734471354,1.0
D7.5,split_30,split_10,100,4.8456159958257924e-200,-30.704012733673704,0.9994689325544344
D7.5,split_30,split_30,100,0.0,-36.25539304894294,1.0
D7.5,split_30,split_50,100,0.0,-41.237388325604826,0.9997059688326962
D7.5,split_30,split_1,100,3.3768688773626696e-36,-27.512944452995267,1.0
D7.5,split_50,split_10,100,1.116971474719571e-235,-37.868919414774446,1.0
D7.5,split_50,split_30,100,0.0,-42.46359081741464,0.9997233748271093
D7.5,split_50,split_50,100,0.0,-46.80322074910358,1.0
D7.5,split_50,split_1,100,4.883289440551965e-40,-35.11054176719534,0.9996061441512406
D7.5,split_1,split_10,100,9.926871031355484e-32,-14.371900780113469,1.0
D7.5,split_1,split_30,100,1.5369443420103797e-39,-23.7520384207432,0.999137187230371
D7.5,split_1,split_50,100,9.728366517383476e-48,-31.342742969459177,1.0
D7.5,split_1,split_1,100,3.220130321884066e-11,-6.130120584326085,0.9879518072289156
D4,split_10,split_10,100,1.9964118550463735e-165,-25.27786673357349,0.9992169146436961
D4,split_10,split_30,100,4.650824146454542e-301,-31.80385442970772,1.0
D4,split_10,split_50,100,0.0,-37.38675464358516,0.9996422182468694
D4,split_10,split_1,100,2.7000453277120624e-32,-21.497537637954483,1.0
D4,split_30,split_10,100,6.967389169906444e-240,-38.836286845364334,0.9996678844237795
D4,split_30,split_30,100,0.0,-43.22638978187015,1.0
D4,split_30,split_50,100,0.0,-47.544101865893,0.9997792007065578
D4,split_30,split_1,100,1.7246948198076406e-40,-36.134796116358444,1.0
D4,split_50,split_10,100,1.700641638284469e-272,-48.80447439443352,0.9997921430056121
D4,split_50,split_30,100,0.0,-52.70083174991031,1.0
D4,split_50,split_50,100,0.0,-56.172226321244935,0.9998419971559488
D4,split_50,split_1,100,1.6156287632976433e-44,-46.705478150481355,1.0
D4,split_1,split_10,100,1.5520315286146494e-53,-15.245257703849068,1.0
D4,split_1,split_30,100,1.2655668004054916e-76,-24.73955234214159,0.9991769547325103
D4,split_1,split_50,100,7.769385389947732e-88,-31.604097538223208,1.0
D4,split_1,split_1,100,3.2962173993855474e-16,-8.063834166267622,0.9928057553956835
D18,split_10,split_10,100,9.216934762086063e-113,-19.32621126470074,0.998661311914324
D18,split_10,split_30,100,7.089695160715902e-179,-27.12032448693097,1.0
D18,split_10,split_50,100,9.538003468294922e-215,-33.255004072624,0.9995584988962473
D18,split_10,split_1,100,9.182096510300394e-26,-14.292710866364397,1.0
D18,split_30,split_10,100,4.0728495968045147e-175,-27.26326694340136,0.9993364299933643
D18,split_30,split_30,100,0.0,-33.563418876629875,1.0
D18,split_30,split_50,100,0.0,-38.78321753135428,0.9996694214876033
D18,split_30,split_1,100,5.171202934459105e-34,-23.959124219305494,1.0
D18,split_50,split_10,100,1.8531282180236635e-210,-33.47099036082568,0.9995588883987648
D18,split_50,split_30,100,0.0,-38.8117808374387,1.0
D18,split_50,split_50,100,0.0,-43.41092174651489,0.9997357992073976
D18,split_50,split_1,100,6.168169384352047e-38,-30.72092300357317,1.0
D18,split_1,split_10,100,8.989780065578927e-27,-14.236477027467197,1.0
D18,split_1,split_30,100,2.735690650130176e-32,-23.57208471955604,0.999129677980853
D18,split_1,split_50,100,2.2114711707759096e-39,-31.35799103086392,1.0
D18,split_1,split_1,100,7.588033683518489e-10,-5.710384768865772,0.9863013698630136
D3.5,split_10,split_10,100,1.5638718939840772e-147,-23.774808985149186,1.0
D3.5,split_10,split_30,100,2.035838443837842e-273,-30.711623214535386,0.9994788952579469
D3.5,split_10,split_50,100,0.0,-35.99578671896398,1.0
D3.5,split_10,split_1,100,1.0500785039151845e-28,-19.580259308285072,0.9988137603795967
D3.5,split_30,split_10,100,9.313909953497807e-219,-36.432239963579924,0.999634636463281
D3.5,split_30,split_30,100,0.0,-41.50728540051631,1.0
D3.5,split_30,split_50,100,0.0,-45.46561026619919,0.9997649823736781
D3.5,split_30,split_1,100,1.7266119407552958e-35,-32.308815272860514,1.0
D3.5,split_50,split_10,100,6.702934822896374e-257,-46.131315717839335,0.9997716373601279
D3.5,split_50,split_30,100,0.0,-50.37935258550495,1.0
D3.5,split_50,split_50,100,0.0,-53.751239058541564,0.999830422248601
D3.5,split_50,split_1,100,2.4269860183205576e-39,-41.90933400416546,1.0
D3.5,split_1,split_10,100,4.0346335880598466e-46,-14.7764719470861,0.9977628635346756
D3.5,split_1,split_30,100,7.574399000900613e-66,-24.31232474852917,1.0
D3.5,split_1,split_50,100,6.884342977073583e-71,-30.366777870784258,0.9994910941475827
D3.5,split_1,split_1,100,3.1342259972076327e-15,-7.628122784980587,1.0
D1.5,split_10,split_10,100,8.006197292922488e-69,-16.038852885261726,1.0
D1.5,split_10,split_30,100,5.84471162306957e-102,-24.42945273828182,0.9992313604919293
D1.5,split_10,split_50,100,8.336970910573171e-113,-29.950541203316877,1.0
