,test_group,split,augur,wilcoxon,deseq2_100,edgeR_100,scXMatch,memento,balanced_edistance,unbalanced_edistance,effect_size,scXMatch adj.
bhattacherjee_Excitatory,withdraw_48h_Cocaine,50,0.5240362811791384,143.0,51.0,95.0,-0.5315939459853483,616.0,1.745375878806442,2.068791365836205,-0.00035691200854337524,0.5315939459853483
mcfarland_1,Idasanutlin_24,10,0.4853401360544218,62.0,19.0,126.0,-0.8068021990707148,132.0,25.54736956423716,7.430446077788929,-0.03657685327376803,0.8399216691292618
mcfarland_1,Idasanutlin_6,10,0.4995918367346939,78.0,50.0,99.0,-0.878275497141882,115.0,18.45621889627552,5.420070582307034,-0.06247263173259365,0.9894049055627292
mcfarland_1,Idasanutlin_24,30,0.4841156462585034,59.0,16.0,86.0,-0.8399216691292618,172.0,6.073162717057528,3.660433406214224,-0.06713889744379431,0.8399216691292618
mcfarland_1,Idasanutlin_6,30,0.5097845804988662,64.0,18.0,97.0,-0.6705040574395071,135.0,5.471790054271111,3.755447377336992,-0.021511627906976694,0.9894049055627292
mcfarland_1,Idasanutlin_24,50,0.5157823129251701,95.0,12.0,80.0,-0.2407558312146006,257.0,5.512838909810114,5.445018450151281,0.07407407407407418,0.7222674936438018
mcfarland_1,Idasanutlin_6,50,0.5238435374149659,73.0,17.0,90.0,-0.9894049055627292,147.0,3.48248829166971,3.184848118363874,-0.1876222320358336,0.9894049055627292
mcfarland_2,Trametinib_24,10,0.514750566893424,77.0,93.0,228.0,-0.4503920331710201,216.0,47.61248516836804,12.238001410703871,0.0357730263157896,0.6755880497565302
mcfarland_2,Trametinib_6,10,0.4661111111111111,81.0,16.0,110.0,-0.9328977955291244,111.0,18.10542736794412,6.724929790552324,-0.09544836956521752,0.9328977955291244
mcfarland_2,Trametinib_24,30,0.5178571428571429,101.0,49.0,115.0,-0.2976453258875444,307.0,11.140595196888512,6.511123672396479,0.05435011586265015,0.6755880497565302
mcfarland_2,Trametinib_6,30,0.4925736961451247,67.0,11.0,85.0,-0.2477164416487358,116.0,6.134503635609576,4.561259644017582,0.08510638297872342,0.3715746624731037
mcfarland_2,Trametinib_24,50,0.5018253968253968,83.0,59.0,117.0,-0.7266731650783557,307.0,4.139387989310876,4.17000165414305,-0.03442768411712516,0.7266731650783557
mcfarland_2,Trametinib_6,50,0.5303174603174604,76.0,19.0,79.0,-0.236062305373832,152.0,6.462181863517031,5.263986221919708,0.08732565191024877,0.3715746624731037
mcfarland_3,BRD3379_24,10,0.4942517006802721,58.0,60.0,145.0,-0.7977225798571539,168.0,34.803407124085766,9.259050619378227,-0.0319255071499831,0.7977225798571539
mcfarland_3,BRD3379_6,10,0.5178458049886622,141.0,24.0,101.0,-0.4407261367764991,177.0,29.144045759049163,11.877774433241882,0.043290043290043156,0.9675667932536058
mcfarland_3,BRD3379_24,30,0.509501133786848,79.0,36.0,118.0,-0.4966720337487236,235.0,5.956267275402638,3.1374221639845814,0.014570446735395204,0.7450080506230854
mcfarland_3,BRD3379_6,30,0.484172335600907,57.0,19.0,74.0,-0.8758011795684141,172.0,5.830047155824616,4.30614407703672,-0.08866995073891593,0.9675667932536058
mcfarland_3,BRD3379_24,50,0.4995691609977324,60.0,48.0,136.0,-0.2846890986478447,274.0,2.685720554455884,2.3210218907534,0.057050092764378446,0.7450080506230854
mcfarland_3,BRD3379_6,50,0.5034920634920634,55.0,5.0,63.0,-0.9675667932536058,170.0,4.221229376118117,3.372038597468759,-0.15555555555555545,0.9675667932536058
mcfarland_4,BRD3379_24,10,0.4796938775510204,87.0,106.0,203.0,-0.9999999999999634,289.0,33.021823099977155,13.15098406182318,-0.11428571428571432,0.9999999999999634
mcfarland_4,BRD3379_6,10,0.4476530612244899,39.0,35.0,99.0,-0.9999999999999796,144.0,34.31273098124609,10.093998123667006,-0.11413043478260865,0.9999999999999796
mcfarland_4,BRD3379_24,30,0.5088662131519274,127.0,58.0,133.0,-0.8491328195564705,453.0,20.415440593551462,10.140996099516087,-0.07058823529411762,0.9999999999999634
mcfarland_4,BRD3379_6,30,0.5203174603174604,72.0,6.0,38.0,-0.3754912430588744,213.0,10.193937126290225,8.628037118350107,0.05259683098591539,0.9999999999999796
mcfarland_4,BRD3379_24,50,0.4913378684807256,81.0,37.0,105.0,-0.7714999809889932,585.0,11.918176676654866,9.384407388932004,-0.04865556978233032,0.9999999999999634
mcfarland_4,BRD3379_6,50,0.5302154195011338,67.0,16.0,87.0,-0.9255135758236884,234.0,9.672371441153246,8.08124691147492,-0.1216981132075472,0.9999999999999796
mcfarland_5,BRD3379_24,10,0.4594784580498866,63.0,65.0,104.0,-0.7814270077520247,192.0,44.69879219066968,9.051752513986116,-0.02867105772956191,0.7890975428483464
mcfarland_5,BRD3379_6,10,0.4247732426303854,74.0,15.0,92.0,-0.9999999999999402,165.0,40.36812239836184,8.421320110921101,-0.1306818181818179,0.9999999999999402
mcfarland_5,BRD3379_24,30,0.463922902494331,76.0,33.0,115.0,-0.3563255415383405,247.0,5.589345000750086,4.80037949590286,0.04530744336569581,0.7890975428483464
mcfarland_5,BRD3379_6,30,0.4789115646258504,70.0,15.0,106.0,-0.6774789112589349,229.0,12.332132432866729,6.020595576614596,-0.023375409069658737,0.9999999999999402
mcfarland_5,BRD3379_24,50,0.517233560090703,91.0,52.0,144.0,-0.7890975428483464,327.0,5.4420248114385,5.132679956763752,-0.052222425461861954,0.7890975428483464
mcfarland_5,BRD3379_6,50,0.5230045351473923,59.0,19.0,102.0,-0.9128721796914786,231.0,5.9605509557308665,5.460140595119469,-0.11484593837535018,0.9999999999999402
norman,1,10,0.500124716553288,79.0,806.0,387.0,-0.35397724425959,385.0,0.0465312413654714,0.015640527244642,0.0012011244075850191,0.7571372774596609
norman,2,10,0.50921768707483,66.0,745.0,349.0,-0.969184038049134,420.0,0.0589566362143045,0.0272368491266092,-0.00868124123525682,0.969184038049134
norman,1,30,0.5198412698412698,132.0,373.0,307.0,-0.7571372774596609,511.0,0.0712381962841277,0.0444482413877835,-0.0015382809655204444,0.7571372774596609
norman,2,30,0.4771655328798185,103.0,300.0,235.0,-0.4460409279391317,461.0,0.025039577075347,0.0198977248182927,-0.004430776810026904,0.6690613919086976
norman,1,50,0.4812244897959183,90.0,78.0,156.0,-0.7109759943315886,425.0,0.007810773192034,0.007700827848339,-0.0043130119023138125,0.7571372774596609
norman,2,50,0.506156462585034,105.0,77.0,179.0,-0.4303052187886974,432.0,0.0138840459129596,0.0130212624638375,-0.0027181763898302957,0.6690613919086976
schiebinger,D1.5,10,0.5017913832199546,59.0,105.0,137.0,-0.4104311144117331,349.0,1.56126301307512,0.7790807634953296,0.011865793780687417,0.7843486885947362
schiebinger,D10,10,0.4805895691609977,56.0,99.0,175.0,-0.9529472591571349,239.0,1.5316667751110629,0.7407430451175117,-0.04123156694379193,0.9529472591571349
schiebinger,D10.5,10,0.5176643990929706,134.0,159.0,233.0,-0.6100570726575026,371.0,5.564275675107808,4.58016715428721,-0.004746292118255502,0.6591238456295394
schiebinger,D11,10,0.4974489795918367,70.0,116.0,238.0,-0.4742126641268684,254.0,1.5674176052328337,0.5783892004107543,0.005184390260134619,0.6055382692148634
schiebinger,D11.5,10,0.4998526077097506,64.0,266.0,266.0,-0.9720431542535932,420.0,3.053979489095809,1.7588848171187692,-0.048647571539558454,0.9720431542535932
schiebinger,D12,10,0.538390022675737,133.0,199.0,218.0,-0.8939403697424471,439.0,6.270249408021471,3.85175197457653,-0.0300196618328763,0.8939403697424471
schiebinger,D12.5,10,0.491938775510204,78.0,251.0,231.0,-0.8663530086556608,450.0,6.061455913060058,2.538295193750514,-0.026969821622228052,0.8663530086556608
schiebinger,D13,10,0.468095238095238,77.0,254.0,290.0,-0.4640699870843794,401.0,3.793688445593261,2.371818575398265,0.00672268907563045,0.9904077080011344
schiebinger,D13.5,10,0.5224943310657596,106.0,178.0,267.0,-0.9124128297506816,497.0,2.0038057002977325,1.3961611299185392,-0.03324533836161758,0.9124128297506816
schiebinger,D14,10,0.5458390022675738,68.0,256.0,271.0,-0.2862219527554971,418.0,4.3277187073131245,1.723224086800201,0.015444015444015635,0.2862219527554971
schiebinger,D14.5,10,0.4831632653061225,53.0,262.0,274.0,-0.1760468652448215,371.0,2.1070079825460653,1.3277442982954426,0.029010179010178994,0.5281405957344645
schiebinger,D15,10,0.502641723356009,151.0,475.0,425.0,-0.515201468,577.0,4.818142550009554,2.366613553444097,0.0013157228173071855,0.515201468
schiebinger,D15.5,10,0.4998639455782313,63.0,356.0,324.0,-0.8429874555597191,359.0,0.8007797160840937,0.462315134129426,-0.018229428403233383,0.8429874555597191
schiebinger,D16,10,0.4942063492063492,71.0,277.0,389.0,-0.105754684818281,460.0,2.2121484748485614,0.4158876569640028,0.03343124875390435,0.1586320272274215
schiebinger,D16.5,10,0.4924489795918368,69.0,387.0,403.0,-0.1967744011978088,422.0,1.2581777777768934,0.9650920270428855,0.019904345297389603,0.29516160179671325
schiebinger,D17,10,0.5100793650793651,77.0,299.0,281.0,-0.4249317385646879,399.0,0.7453866857697449,1.1528634376194304,0.006652578197472447,0.595759444
schiebinger,D17.5,10,0.5375283446712018,70.0,298.0,371.0,-0.2444111241921365,654.0,2.967824049430817,1.2715059151851733,0.017818280739934633,0.4076484715316059
schiebinger,D18,10,0.4817460317460317,69.0,305.0,362.0,-0.5054239586898946,430.0,1.2941720209683467,0.8796154679374695,0.0019518015552330015,0.5054239586898946
schiebinger,D2,10,0.529467120181406,74.0,419.0,313.0,-0.6761230695238272,352.0,0.4134856022398878,0.1584251982540507,-0.01023995167889491,0.6761230695238272
schiebinger,D2.5,10,0.4844897959183673,66.0,270.0,252.0,-0.283434266740253,352.0,0.0946806109030831,0.0528999161373917,0.007984635068455148,0.42515140011037955
schiebinger,D3,10,0.5234353741496599,94.0,298.0,224.0,-0.5405945372617712,531.0,0.2464883223511407,0.5239917151729117,0.0029749826931799728,0.6644140850510695
schiebinger,D3.5,10,0.4759297052154195,61.0,271.0,259.0,-0.474048995,227.0,0.0743318844725635,0.0446490578489289,-0.0034044747064418956,0.8715423280361531
schiebinger,D4,10,0.5132879818594104,80.0,347.0,278.0,-0.5823240154742185,377.0,0.1452116587331744,0.170137640024123,-0.0021346549103369306,0.9005694400756562
schiebinger,D4.5,10,0.5153061224489796,52.0,309.0,215.0,-0.349168781,434.0,0.3369673406457991,0.1559484033158185,-0.0019209030292108853,0.4220343682772539
schiebinger,D5,10,0.5257142857142857,71.0,314.0,218.0,-0.051312111,458.0,0.353271061577658,0.232758107297343,0.03241690234445982,0.153936333
schiebinger,D5.5,10,0.4844784580498866,79.0,230.0,270.0,-0.5970150057714759,407.0,0.5573557758347931,0.2204307856719367,-0.0029032484478788145,0.8553000187220983
schiebinger,D6,10,0.4923129251700681,72.0,421.0,323.0,-0.4939673233745333,579.0,0.4080807955530758,0.2917031201665736,-0.004182783535250367,0.9436564183860116
schiebinger,D6.5,10,0.5034693877551021,133.0,155.0,192.0,-0.2041125434796537,576.0,2.130459005656178,1.606261600766146,0.02441296807171478,0.3061688152194806
schiebinger,D7,10,0.4965646258503401,101.0,348.0,268.0,-0.7579827910850869,493.0,0.6866089224718337,0.4168086954727243,-0.010729210110972165,0.7579827910850869
schiebinger,D7.5,10,0.481031746031746,58.0,252.0,261.0,-0.6499424352118933,347.0,0.4375193989260992,0.1957698736408986,-0.005884879962839706,0.9165124969987372
schiebinger,D8,10,0.5177437641723356,69.0,397.0,383.0,-0.1118980932784361,264.0,0.1676586960329444,0.0894267771081303,0.013300306312137189,0.3356942798353083
schiebinger,D8.5,10,0.5261904761904762,73.0,159.0,214.0,-0.8389047584804615,336.0,2.537095941073176,0.573823202517417,-0.020221640215430936,0.8389047584804615
schiebinger,D9,10,0.4736167800453515,76.0,124.0,218.0,-0.2524432275632811,333.0,0.8558277912099186,0.6897298685126287,0.02022623453763317,0.7573296826898432
schiebinger,D9.5,10,0.5048979591836734,84.0,141.0,185.0,-0.1294890985400279,254.0,2.035759184080547,0.9907647249121964,0.038542103058232025,0.24879371469847109
schiebinger,D1.5,30,0.4662698412698413,46.0,48.0,111.0,-0.8329063393266752,409.0,0.497108008088702,0.2220302936197811,-0.008230929001806997,0.8329063393266752
schiebinger,D10,30,0.4825850340136053,74.0,40.0,114.0,-0.691615044,369.0,0.3146945288299889,0.3934356570618718,-0.012534398720268625,0.9529472591571349
schiebinger,D10.5,30,0.5152154195011338,61.0,51.0,119.0,-0.6591238456295394,340.0,1.198637094083324,0.669728794709556,-0.01073464720072792,0.6591238456295394
schiebinger,D11,30,0.5118027210884354,79.0,67.0,153.0,-0.4619920440098277,318.0,0.3743423327252344,0.3626885568498608,0.004352115127951972,0.6055382692148634
schiebinger,D11.5,30,0.5026870748299319,48.0,68.0,145.0,-0.086305883,390.0,0.5672928038592886,0.3144069754656584,0.04287782343644997,0.258917649
schiebinger,D12,30,0.4918707482993197,101.0,70.0,134.0,-0.4595368936234016,425.0,1.6173464943345834,1.3780372505003695,0.004801587301587196,0.6893053404351025
schiebinger,D12.5,30,0.5250113378684808,161.0,193.0,247.0,-0.2600122417192526,598.0,5.250431752080885,3.050248210056907,0.021280333701386378,0.7800367251577578
schiebinger,D13,30,0.5128004535147392,64.0,100.0,189.0,-0.7567378952394458,405.0,1.331879719293056,0.8789248117208217,-0.019051318274793783,0.9904077080011344
schiebinger,D13.5,30,0.5272902494331065,53.0,85.0,154.0,-0.7705815407365106,323.0,0.4737024209806577,0.263134676823654,-0.019532392985301072,0.9124128297506816
schiebinger,D14,30,0.4978911564625849,79.0,153.0,267.0,-0.2302292891749713,444.0,0.9978794568005468,0.7147814159330892,0.018254064465726416,0.2862219527554971
schiebinger,D14.5,30,0.4899319727891156,68.0,119.0,209.0,-0.8423713372756445,522.0,1.1256028373555864,0.6519941592511032,-0.025460736833416986,0.8423713372756445
schiebinger,D15,30,0.5082879818594105,120.0,139.0,185.0,-0.4650890681949246,471.0,1.097485902421511,0.7443771066545537,0.003116909785629951,0.515201468
schiebinger,D15.5,30,0.5094897959183674,65.0,132.0,241.0,-0.3545027521463794,445.0,0.444410764776876,0.2541334501911478,0.008497627131539787,0.8429874555597191
schiebinger,D16,30,0.5090589569160998,78.0,109.0,247.0,-0.104899580992634,391.0,0.5208942038405553,0.3476356983172763,0.0315946824737936,0.1586320272274215
schiebinger,D16.5,30,0.4830839002267574,95.0,213.0,288.0,-0.3797632189207727,587.0,1.1587934186173925,0.670069135708502,0.0073033631148300415,0.3797632189207727
schiebinger,D17,30,0.4983106575963719,96.0,189.0,326.0,-0.595759444,563.0,0.8101763944694085,0.4716902593798977,-0.004428556128128758,0.595759444
schiebinger,D17.5,30,0.4831292517006803,73.0,114.0,244.0,-0.4076484715316059,521.0,0.4277931992938875,0.4094924962356572,0.006273248884956395,0.4076484715316059
schiebinger,D18,30,0.496530612244898,121.0,179.0,273.0,-0.0172496124269629,534.0,0.4746210698778554,0.6273491501386843,0.049935080320644976,0.0517488372808887
schiebinger,D2,30,0.5066780045351473,79.0,84.0,180.0,-0.4877230611780859,515.0,0.1699928344757779,0.1552309015657869,-8.321580902648229e-05,0.6761230695238272
schiebinger,D2.5,30,0.5132426303854876,59.0,37.0,158.0,-0.06591765,311.0,0.0294351245710657,0.038238584768294,0.02499070105059842,0.19775294999999998
schiebinger,D3,30,0.4888208616780045,93.0,47.0,124.0,-0.6644140850510695,496.0,0.1172637200108113,0.1879108516479561,-0.008012062440870382,0.6644140850510695
schiebinger,D3.5,30,0.5034353741496599,56.0,44.0,203.0,-0.5810282186907687,230.0,0.0934619271425205,0.033760269823766,-0.0014630863635956004,0.8715423280361531
schiebinger,D4,30,0.5281179138321995,70.0,54.0,195.0,-0.6003796267171041,346.0,0.0514229410781439,0.0453145801741641,-0.006505289426546046,0.9005694400756562
schiebinger,D4.5,30,0.508843537414966,58.0,55.0,128.0,-0.4220343682772539,372.0,0.1475980280007434,0.0550784911860944,-0.002723203786727524,0.4220343682772539
schiebinger,D5,30,0.5028798185941042,74.0,51.0,149.0,-0.4432761958259732,549.0,0.1279770767826562,0.1099622690517492,0.00035732040765601436,0.6649142937389598
schiebinger,D5.5,30,0.5114965986394558,61.0,54.0,172.0,-0.7328837967753862,385.0,0.0729318303907575,0.1084565483404844,-0.01016207539353764,0.8553000187220983
schiebinger,D6,30,0.5153741496598641,60.0,91.0,166.0,-0.9436564183860116,405.0,0.0870788716877086,0.0696067791782866,-0.01931168177996634,0.9436564183860116
schiebinger,D6.5,30,0.5362471655328798,69.0,62.0,134.0,-0.161480020321001,489.0,0.3718527558604876,0.3268082274714459,0.02655939448392275,0.3061688152194806
schiebinger,D7,30,0.5273356009070295,95.0,59.0,138.0,-0.2680079404142832,675.0,0.3622973095340285,0.3297996243409784,0.01155171251337117,0.7579827910850869
schiebinger,D7.5,30,0.4892290249433108,66.0,51.0,118.0,-0.9165124969987372,444.0,0.3182128726527082,0.1748834210841892,-0.026478549341721003,0.9165124969987372
schiebinger,D8,30,0.5008390022675736,77.0,78.0,220.0,-0.3564779204939427,352.0,0.1045965653660374,0.0534385000986361,0.00709784574527883,0.5347168807409142
schiebinger,D8.5,30,0.4651020408163265,70.0,72.0,130.0,-0.7792102388091562,361.0,0.2431047182747079,0.1757067719445615,-0.01688713508918105,0.8389047584804615
schiebinger,D9,30,0.528922902494331,79.0,57.0,136.0,-0.9953112444436716,297.0,0.1993300640939139,0.1365241502119687,-0.06411888532477938,0.9953112444436716
schiebinger,D9.5,30,0.5018140589569161,53.0,49.0,94.0,-0.1658624764656474,303.0,0.4328016002704657,0.2601763097928824,0.030667598910239402,0.24879371469847109
schiebinger,D1.5,50,0.4854195011337868,29.0,32.0,88.0,-0.5228991257298241,416.0,0.2498287214914967,0.2427013600414795,0.012476534598068412,0.7843486885947362
schiebinger,D10,50,0.4994784580498866,45.0,31.0,111.0,-0.5290021673391844,317.0,0.1436311995875314,0.1313485062885888,-0.00043786281894697687,0.9529472591571349
schiebinger,D10.5,50,0.4966326530612244,60.0,40.0,104.0,-0.5357468468566041,395.0,0.4356800439987864,0.4824017832466438,-0.0008318750158511357,0.6591238456295394
schiebinger,D11,50,0.5197619047619048,79.0,68.0,138.0,-0.6055382692148634,316.0,0.3574887323727296,0.376080414956732,-0.005873071066153646,0.6055382692148634
schiebinger,D11.5,50,0.5115079365079365,52.0,62.0,131.0,-0.3447662042298909,452.0,0.416271047431394,0.3708644131957612,0.013707951551018449,0.5171493063448364
schiebinger,D12,50,0.5131292517006802,60.0,45.0,117.0,-0.4168096765925581,333.0,0.4563468412976021,0.4340839004375993,0.007673436786855392,0.6893053404351025
schiebinger,D12.5,50,0.4692063492063492,66.0,97.0,193.0,-0.5697180618537673,367.0,0.9088738244373644,1.0337903512983075,-0.003455798522212339,0.854577092780651
schiebinger,D13,50,0.4774716553287981,63.0,80.0,172.0,-0.9904077080011344,395.0,0.5574350062521489,0.6061420679237699,-0.06955592619618489,0.9904077080011344
schiebinger,D13.5,50,0.4996598639455783,38.0,63.0,151.0,-0.5451941230087638,315.0,0.357081683810236,0.2993472521682747,-0.0016086911995629727,0.9124128297506816
schiebinger,D14,50,0.4740249433106575,68.0,106.0,224.0,-0.1005850499158516,434.0,0.4679035024530549,0.4167471111379655,0.030539492896787812,0.2862219527554971
schiebinger,D14.5,50,0.4897619047619047,86.0,87.0,211.0,-0.8257163327708045,522.0,0.873726967390553,0.8479522598198628,-0.023925870616951173,0.8423713372756445
schiebinger,D15,50,0.4669047619047619,68.0,77.0,169.0,-0.093216723,363.0,0.2252548085550074,0.1911440334255303,0.03084327393602082,0.279650169
schiebinger,D15.5,50,0.5128004535147392,62.0,95.0,233.0,-0.7254618894137747,453.0,0.2687973110025723,0.2562054402430931,-0.011338458690924424,0.8429874555597191
schiebinger,D16,50,0.5029251700680272,70.0,91.0,210.0,-0.3185586015861567,383.0,0.2234183108869842,0.2390286504580672,0.012529419698040556,0.3185586015861567
schiebinger,D16.5,50,0.4905442176870748,129.0,136.0,273.0,-0.1895662756317625,507.0,0.5972039504877102,0.5857506337113136,0.019072797032260835,0.29516160179671325
schiebinger,D17,50,0.5252494331065759,154.0,166.0,313.0,-0.2763607722227037,589.0,1.3139450358861495,1.2749642825464207,0.01492619402455464,0.595759444
schiebinger,D17.5,50,0.5018367346938775,80.0,79.0,217.0,-0.34415385,496.0,0.3486191689192424,0.3971218930940381,0.009874973255180053,0.4076484715316059
schiebinger,D18,50,0.5351473922902494,98.0,133.0,237.0,-0.3192612065460964,472.0,0.4076545114172063,0.3956713383100236,0.011825645278841557,0.47889180981914464
schiebinger,D2,50,0.4878231292517007,47.0,38.0,91.0,-0.3587725682102739,383.0,0.042245255236196,0.0470558426939646,0.008098798873934832,0.6761230695238272
schiebinger,D2.5,50,0.4954421768707482,73.0,36.0,97.0,-0.971182588,339.0,0.0834800167672114,0.0713968421633239,-0.03518032778365776,0.971182588
schiebinger,D3,50,0.5202380952380953,60.0,38.0,77.0,-0.089471419,407.0,0.0622143153847929,0.0659530532314818,0.01890536986566682,0.268414257
schiebinger,D3.5,50,0.4831632653061224,65.0,34.0,90.0,-0.9631471250028398,247.0,0.0239114723759925,0.0243974857557915,-0.018735143165689916,0.9631471250028398
schiebinger,D4,50,0.4654081632653061,72.0,38.0,109.0,-0.9099290132665284,324.0,0.0313911542739617,0.0313690668531592,-0.024038765290615105,0.9099290132665284
schiebinger,D4.5,50,0.4791950113378685,67.0,35.0,104.0,-0.1296058912714562,511.0,0.0615104281829985,0.0605724707285446,0.009355941635019627,0.3888176738143686
schiebinger,D5,50,0.5254195011337869,78.0,50.0,113.0,-0.682907021,530.0,0.0970488571265946,0.1074178548967665,-0.01511038343396609,0.682907021
schiebinger,D5.5,50,0.5106916099773242,62.0,45.0,118.0,-0.8553000187220983,383.0,0.0836199152655297,0.0833093506789168,-0.01789780633972704,0.8553000187220983
schiebinger,D6,50,0.517482993197279,63.0,51.0,124.0,-0.9137033270957496,497.0,0.099269693919723,0.100346083225304,-0.014840532790691752,0.9436564183860116
schiebinger,D6.5,50,0.4680158730158731,70.0,76.0,150.0,-0.5351653466218532,485.0,0.3225641154612333,0.3225270748052651,-0.0009509605612076921,0.5351653466218532
schiebinger,D7,50,0.5309977324263039,78.0,58.0,124.0,-0.636625749,483.0,0.1626743098823908,0.1597751915491869,-0.003050848579303933,0.7579827910850869
schiebinger,D7.5,50,0.5092290249433107,104.0,86.0,132.0,-0.5928317692872371,547.0,0.3230575187241129,0.3072190558663976,-0.0038771172272504817,0.9165124969987372
schiebinger,D8,50,0.4902267573696144,54.0,37.0,89.0,-0.5719551206602154,260.0,0.0242341579564282,0.0242591075877385,-0.003517513059638322,0.5719551206602154
schiebinger,D8.5,50,0.4874036281179139,59.0,53.0,107.0,-0.8250651249244086,361.0,0.1624988369661082,0.1619929942045246,-0.020991964366328553,0.8389047584804615
schiebinger,D9,50,0.4946485260770974,51.0,41.0,88.0,-0.836875092,316.0,0.1022906852643075,0.0944956052947674,-0.0237127783182014,0.9953112444436716
schiebinger,D9.5,50,0.4995238095238095,78.0,55.0,117.0,-0.7399357138751395,383.0,0.3527452798215051,0.3488552505610869,-0.01722855538183632,0.7399357138751395
