test_group,reference,k,p,z,s,d,N
D15.5,D15.5,100,1.0000000000010596,0.5180672101008081,1.0,0.01,4851
D15.5,D15.5,100,0.31214849830278285,-0.5836911871718272,1.0,0.1,4851
D15.5,D15.5,100,0.683359466234012,0.4197395302725776,1.0,0.2,4851
D15.5,D15.5,100,0.8939074044088231,1.1979310392628788,1.0,0.3,4851
D15.5,D15.5,100,0.20330392448700393,-0.8719989321738655,1.0,0.4,4851
D15.5,D15.5,100,0.9985462684352922,2.9353236213757654,1.0,0.5,4851
D16,D16,100,0.11213971389008176,-2.5884460116747032,1.0,0.01,3442
D16,D16,100,0.7085831708792543,0.43631697191398,1.0,0.1,3442
D16,D16,100,0.6070399597240547,0.20362652466158085,1.0,0.2,3442
D16,D16,100,0.45342924091381037,-0.17129585620569127,1.0,0.3,3442
D16,D16,100,0.9846461093811593,2.108161866176153,1.0,0.4,3442
D16,D16,100,0.37781660328341177,-0.3593584020319531,1.0,0.5,3442
D16.5,D16.5,100,0.25003983037959365,-1.3556617083428313,1.0,0.01,4660
D16.5,D16.5,100,0.23496958260510592,-0.8218997157331943,1.0,0.1,4660
D16.5,D16.5,100,0.4679657730106536,-0.13795563316569465,1.0,0.2,4660
D16.5,D16.5,100,0.2982022760919222,-0.576695479893539,1.0,0.3,4660
D16.5,D16.5,100,0.09754566549729997,-1.3391627651219462,1.0,0.4,4660
D16.5,D16.5,100,0.5781875259037017,0.1557940025148988,1.0,0.5,4660
D17,D17,100,0.9999999999984592,0.47736657881976435,1.0,0.01,3678
D17,D17,100,0.6299496213146352,0.23195918594495907,1.0,0.1,3678
D17,D17,100,0.5235175398934642,-0.004800351432769794,1.0,0.2,3678
D17,D17,100,0.4554244883310944,-0.1652099809327863,1.0,0.3,3678
D17,D17,100,0.07454531267301372,-1.4924149174038104,1.0,0.4,3678
D17,D17,100,0.5602876148845354,0.10503228654245682,1.0,0.5,3678
D17.5,D17.5,100,0.12981746866333835,-2.3397997926601772,1.0,0.01,4069
D17.5,D17.5,100,0.9392353003526723,1.3691114077776476,1.0,0.1,4069
D17.5,D17.5,100,0.909691636406973,1.2598598782056663,1.0,0.2,4069
D17.5,D17.5,100,0.71854285056415,0.5264532241238576,1.0,0.3,4069
D17.5,D17.5,100,0.600377383294178,0.20875641974853718,1.0,0.4,4069
D17.5,D17.5,100,0.4623463327305402,-0.13884895991581955,1.0,0.5,4069
D18,D18,100,0.18732421404371624,-1.7717646192986722,1.0,0.01,3800
D18,D18,100,0.46668399016737205,-0.18740624916257959,1.0,0.1,3800
D18,D18,100,0.24651869066460272,-0.750890486481767,1.0,0.2,3800
D18,D18,100,0.2793932887291946,-0.6380308354167626,1.0,0.3,3800
D18,D18,100,0.2466646431018582,-0.7321795707412629,1.0,0.4,3800
D18,D18,100,0.7664388389836987,0.6811119365646227,1.0,0.5,3800
