t_NN [s],t_matching [s],peak_ram_gb,num_edges,metric,n_obs,n_var,file,k,slurm_job_id,slurm_array_idx
43.25694680213928,1.9277598857879639,1.9033050537109375,373377,sqeuclidean,5000,10,sim_N5000_h10.h5ad,100,1236910,61
41.040189027786255,0.7312943935394287,1.880950927734375,51520,sqeuclidean,5000,1000,sim_N5000_h1000.h5ad,10,1236914,63
48.085233211517334,1.2234604358673096,1.9619979858398438,429321,sqeuclidean,5000,1000,sim_N5000_h1000.h5ad,100,1236920,64
39.80597686767578,0.6919956207275391,1.9100799560546875,52060,sqeuclidean,5000,2000,sim_N5000_h2000.h5ad,10,1236952,66
52.02446508407593,1.168182134628296,1.9851303100585938,431992,sqeuclidean,5000,2000,sim_N5000_h2000.h5ad,100,1236958,67
40.911670446395874,0.6879940032958984,1.8595657348632812,51313,sqeuclidean,5000,500,sim_N5000_h500.h5ad,10,1236968,69
45.45992302894592,1.1495096683502197,1.9286117553710938,426657,sqeuclidean,5000,500,sim_N5000_h500.h5ad,100,1236973,70
11.801663398742676,0.03528189659118652,1.6912384033203125,3350,sqeuclidean,500,10,sim_N500_h10.h5ad,10,1237006,72
11.88222050666809,0.04481983184814453,1.7030258178710938,34100,sqeuclidean,500,10,sim_N500_h10.h5ad,100,1237009,73
11.765352010726929,0.08204436302185059,1.7105941772460938,78798,sqeuclidean,500,10,sim_N500_h10.h5ad,5000,1237014,74
11.792147874832153,0.030251502990722656,1.7015609741210938,3853,sqeuclidean,500,1000,sim_N500_h1000.h5ad,10,1237020,75
11.855910301208496,0.05032014846801758,1.703826904296875,36228,sqeuclidean,500,1000,sim_N500_h1000.h5ad,100,1237022,76
12.310301542282104,0.07759356498718262,1.7455520629882812,79658,sqeuclidean,500,1000,sim_N500_h1000.h5ad,5000,1237023,77
11.87494683265686,0.0321347713470459,1.7109375,3858,sqeuclidean,500,2000,sim_N500_h2000.h5ad,10,1237026,78
12.257275342941284,0.05364656448364258,1.7348785400390625,36367,sqeuclidean,500,2000,sim_N500_h2000.h5ad,100,1237027,79
11.94284725189209,0.07574319839477539,1.7269744873046875,79830,sqeuclidean,500,2000,sim_N500_h2000.h5ad,5000,1237031,80
12.184296131134033,0.02867293357849121,1.7200241088867188,3783,sqeuclidean,500,500,sim_N500_h500.h5ad,10,1237032,81
11.74081826210022,0.05113792419433594,1.7011489868164062,35850,sqeuclidean,500,500,sim_N500_h500.h5ad,100,1237033,82
12.256234407424927,0.07740902900695801,1.7365036010742188,79311,sqeuclidean,500,500,sim_N500_h500.h5ad,5000,1237034,83
4896.578888177872,780.6028687953949,28.839401245117188,195145360,sqeuclidean,50000,1000,sim_N50000_h1000.h5ad,5000,1236867,53
4734.367436647415,846.367968082428,28.616893768310547,194460866,sqeuclidean,50000,500,sim_N50000_h500.h5ad,5000,1236898,59
5626.330862283707,983.7286009788513,29.353458404541016,196043649,sqeuclidean,50000,2000,sim_N50000_h2000.h5ad,5000,1236876,56
5020.318121910095,1736.56547498703,26.660072326660156,178967044,sqeuclidean,50000,10,sim_N50000_h10.h5ad,5000,1236857,50
