t_NN [s],t_matching [s],peak_ram_gb,num_edges,metric,relative_support,n_obs,n_var,file,k,slurm_job_id,slurm_array_idx
11.997488498687744,0.047386884689331055,1.7563629150390625,36367,sqeuclidean,0.992,500,2000,sim_N500_h2000.h5ad,100,1384891,237
12.005207777023315,0.04719066619873047,1.7715682983398438,66376,sqeuclidean,0.996,500,2000,sim_N500_h2000.h5ad,200,1384892,238
11.939650058746338,0.05409550666809082,1.7818832397460938,79830,sqeuclidean,1.0,500,2000,sim_N500_h2000.h5ad,2000,1384895,241
11.897515296936035,0.07925748825073242,1.7519607543945312,124750,sqeuclidean,1.0,500,2000,sim_N500_h2000.h5ad,500,1384893,239
11.697469234466553,0.06538033485412598,1.7578811645507812,79830,sqeuclidean,1.0,500,2000,sim_N500_h2000.h5ad,5000,1384896,242
11.735183000564575,0.05284690856933594,1.7723159790039062,79830,sqeuclidean,1.0,500,2000,sim_N500_h2000.h5ad,1000,1384894,240
11.561987400054932,0.027237653732299805,1.7334136962890625,3783,sqeuclidean,0.96,500,500,sim_N500_h500.h5ad,10,1384897,243
11.765120506286621,0.012748479843139648,1.7397384643554688,7697,sqeuclidean,0.984,500,500,sim_N500_h500.h5ad,20,1384898,244
12.071620225906372,0.032372236251831055,1.756256103515625,18809,sqeuclidean,0.992,500,500,sim_N500_h500.h5ad,50,1384899,245
11.961896657943726,0.04122567176818848,1.7421722412109375,35850,sqeuclidean,0.996,500,500,sim_N500_h500.h5ad,100,1384900,246
11.974065065383911,0.04411196708679199,1.742950439453125,65809,sqeuclidean,1.0,500,500,sim_N500_h500.h5ad,200,1384901,247
11.595568418502808,0.08589553833007812,1.741912841796875,124750,sqeuclidean,1.0,500,500,sim_N500_h500.h5ad,500,1384902,248
11.93062138557434,0.05324912071228027,1.7612686157226562,79311,sqeuclidean,1.0,500,500,sim_N500_h500.h5ad,1000,1384903,249
11.628509759902954,0.0731344223022461,1.74920654296875,79311,sqeuclidean,1.0,500,500,sim_N500_h500.h5ad,2000,1384904,250
11.636467933654785,0.054398298263549805,1.7589340209960938,79311,sqeuclidean,1.0,500,500,sim_N500_h500.h5ad,5000,1384905,251
143.7020480632782,9.689046859741211,2.8004684448242188,6617236,sqeuclidean,1.0,5000,500,sim_N5000_h500.h5ad,2000,1384868,214
46.38619422912598,74.78268814086914,2.6543655395507812,531150,sqeuclidean,0.92292,50000,1000,sim_N50000_h1000.h5ad,10,1384907,153
53.69972538948059,82.89646291732788,2.627838134765625,1012675,sqeuclidean,0.96584,50000,1000,sim_N50000_h1000.h5ad,20,1384908,154
51.969836711883545,69.20970630645752,3.491222381591797,533832,sqeuclidean,0.88344,50000,2000,sim_N50000_h2000.h5ad,10,1384916,162
82.75092101097107,90.05513620376587,2.633880615234375,2409515,sqeuclidean,0.99344,50000,1000,sim_N50000_h1000.h5ad,50,1384909,155
363.0071105957031,451.58774995803833,7.146121978759766,36909187,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,1000,1384831,150
137.39722108840942,98.80075597763062,2.8685150146484375,4687252,sqeuclidean,0.99744,50000,1000,sim_N50000_h1000.h5ad,100,1384910,156
59.82809114456177,78.64005208015442,3.4547996520996094,1017507,sqeuclidean,0.92348,50000,2000,sim_N50000_h2000.h5ad,20,1384917,163
113.64287757873535,90.19924235343933,3.4163665771484375,2425374,sqeuclidean,0.9838,50000,2000,sim_N50000_h2000.h5ad,50,1384918,164
246.0767138004303,118.64694213867188,3.4826507568359375,9139762,sqeuclidean,0.99888,50000,1000,sim_N50000_h1000.h5ad,200,1384911,157
43.55924987792969,72.46834707260132,2.2378921508789062,529505,sqeuclidean,0.93736,50000,500,sim_N50000_h500.h5ad,10,1384925,171
47.12233233451843,77.91330599784851,2.21087646484375,1009150,sqeuclidean,0.96352,50000,500,sim_N50000_h500.h5ad,20,1384926,172
215.13716220855713,101.04412078857422,3.503070831298828,4723316,sqeuclidean,0.99304,50000,2000,sim_N50000_h2000.h5ad,100,1384919,165
66.74282646179199,87.92829418182373,2.363689422607422,2395442,sqeuclidean,0.993,50000,500,sim_N50000_h500.h5ad,50,1384927,173
101.01053643226624,95.77190637588501,2.6626205444335938,4654319,sqeuclidean,0.99616,50000,500,sim_N50000_h500.h5ad,100,1384928,174
170.15483283996582,109.06315088272095,3.321422576904297,9071645,sqeuclidean,0.99832,50000,500,sim_N50000_h500.h5ad,200,1384929,175
391.7509343624115,117.82549524307251,3.858020782470703,9216272,sqeuclidean,0.99692,50000,2000,sim_N50000_h2000.h5ad,200,1384920,166
603.3454818725586,166.42073488235474,5.247722625732422,22028350,sqeuclidean,0.99964,50000,1000,sim_N50000_h1000.h5ad,500,1384912,158
1830.3357594013214,294.8444082736969,11.8765869140625,68433123,sqeuclidean,1.0,20000,10,sim_N20000_h10.h5ad,5000,1384757,80
434.1370995044708,167.4570209980011,5.030178070068359,21878915,sqeuclidean,0.99936,50000,500,sim_N50000_h500.h5ad,500,1384930,176
2140.9681129455566,165.65338563919067,12.159698486328125,70889608,sqeuclidean,1.0,20000,1000,sim_N20000_h1000.h5ad,5000,1384766,89
944.6481268405914,258.0516173839569,8.043540954589844,42825781,sqeuclidean,0.9998,50000,1000,sim_N50000_h1000.h5ad,1000,1384913,159
1035.188217163086,721.3204033374786,12.276477813720703,73178769,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,2000,1384832,151
932.1196732521057,171.08054375648499,5.618095397949219,22203844,sqeuclidean,0.99896,50000,2000,sim_N50000_h2000.h5ad,500,1384921,167
2059.5993371009827,155.3289406299591,12.085678100585938,70800833,sqeuclidean,1.0,20000,500,sim_N20000_h500.h5ad,5000,1384784,107
2330.8671605587006,162.63637232780457,12.311397552490234,71129453,sqeuclidean,1.0,20000,2000,sim_N20000_h2000.h5ad,5000,1384775,98
774.5620431900024,267.4070191383362,7.847415924072266,42569254,sqeuclidean,0.99976,50000,500,sim_N50000_h500.h5ad,1000,1384932,177
1347.9584317207336,254.37272572517395,8.433208465576172,43129279,sqeuclidean,0.9996,50000,2000,sim_N50000_h2000.h5ad,1000,1384922,168
1663.6835632324219,383.55567598342896,13.492862701416016,82827841,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,2000,1384914,160
1449.2029733657837,370.06018137931824,13.263751983642578,82411011,sqeuclidean,0.99992,50000,500,sim_N50000_h500.h5ad,2000,1384933,178
2100.3062329292297,382.41870284080505,13.91595458984375,83332055,sqeuclidean,0.99988,50000,2000,sim_N50000_h2000.h5ad,2000,1384923,169
4868.574877977371,766.8173751831055,28.878890991210938,195145360,sqeuclidean,1.0,50000,1000,sim_N50000_h1000.h5ad,5000,1384915,161
4610.51142168045,802.2234122753143,28.607940673828125,194460866,sqeuclidean,1.0,50000,500,sim_N50000_h500.h5ad,5000,1383277,179
5459.626943349838,851.1705238819122,29.358673095703125,196043649,sqeuclidean,1.0,50000,2000,sim_N50000_h2000.h5ad,5000,1384924,170
4984.866251707077,1759.287962436676,26.68802261352539,178967044,sqeuclidean,1.0,50000,10,sim_N50000_h10.h5ad,5000,1384906,152
